x,y
0.0,0.0
-4.7,-0.2
-9.4,-2.1
-13.5,-6.2
-17.1,-12.7
-20.6,-21.1
-23.9,-30.1
-28.0,-39.3
-32.4,-49.2
-37.6,-59.8
-43.8,-70.7
-50.6,-82.0
-57.6,-93.3
-64.9,-104.3
-72.9,-114.7
-80.1,-124.8
-88.1,-134.3
-96.8,-143.4
-105.4,-152.8
-114.2,-162.0
-123.0,-170.9
-131.4,-180.2
-139.7,-189.5
-148.1,-198.9
-156.6,-208.4
-165.3,-218.1
-173.4,-228.6
-181.9,-239.2
-190.5,-250.1
-198.7,-261.5
-207.3,-273.1
-215.1,-285.5
-223.0,-298.0
-230.1,-311.5
-237.5,-325.3
-244.4,-339.7
-251.2,-354.4
-257.0,-370.3
-262.4,-386.2
-266.7,-402.7
-270.4,-419.0
-272.5,-435.5
-273.6,-451.7
-272.3,-467.8
-269.3,-482.9
-264.0,-497.0
-256.4,-510.6
-246.9,-523.6
-235.6,-535.9
-223.5,-547.6
-210.4,-558.9
-196.6,-570.4
-183.4,-581.2
-171.1,-591.7
-160.1,-602.3
-150.8,-613.0
-143.3,-624.4
-137.8,-636.9
-135.2,-649.6
-136.4,-663.8
-138.2,-677.9
-141.7,-692.3
-145.2,-706.1
-150.1,-719.4
-157.4,-731.7
-166.6,-743.3
-178.0,-753.2
-190.3,-762.3
-203.7,-770.5
-217.3,-777.7
-232.0,-783.1
-247.5,-786.6
-263.7,-787.2
-279.6,-787.6
-295.5,-789.0
-311.6,-791.7
-327.8,-796.0
-343.6,-802.0
-359.0,-809.5
-373.8,-818.1
-387.4,-828.5
-399.6,-839.9
-410.7,-852.6
-420.2,-866.9
-429.0,-881.6
-436.6,-897.1
-443.1,-913.3
-448.4,-930.2
-452.1,-947.7
-454.2,-965.6
-455.2,-983.5
-454.9,-1001.7
-453.8,-1019.8
-451.6,-1037.6
-449.2,-1055.1
-446.4,-1072.7
-444.3,-1089.9
-443.1,-1106.5
-443.3,-1123.0
-446.5,-1138.7
-452.0,-1153.9
-458.7,-1168.7
-466.0,-1183.3
-473.5,-1198.0
-481.7,-1212.4
-489.4,-1227.6
-497.6,-1242.7
-505.9,-1258.1
-514.6,-1274.0
-523.4,-1290.1
-532.6,-1306.7
-541.9,-1323.7
-551.8,-1340.8
-561.2,-1358.6
-571.6,-1376.4
-581.9,-1394.4
-592.1,-1413.1
-602.9,-1431.3
-613.4,-1450.1
-624.6,-1468.7
-635.8,-1487.5
-647.3,-1506.2
-658.6,-1525.2
-670.5,-1544.1
-681.9,-1563.3
-693.9,-1582.3
-706.4,-1601.2
-718.9,-1620.0
-731.6,-1638.9
-745.2,-1657.4
-759.0,-1675.8
-773.1,-1694.3
-787.4,-1712.8
-801.7,-1731.4
-816.3,-1749.7
-830.1,-1768.7
-844.5,-1787.4
-859.0,-1806.1
-873.5,-1825.0
-888.2,-1844.0
-902.7,-1863.3
-917.8,-1882.4
-932.0,-1901.7
-947.3,-1920.8
-961.6,-1940.5
-976.6,-1959.7
-991.9,-1978.9
-1006.9,-1998.4
-1021.8,-2018.2
-1036.8,-2038.0
-1052.4,-2057.8
-1067.7,-2077.8
-1082.9,-2097.8
-1098.3,-2117.9
-1113.9,-2137.7
-1128.9,-2157.5
-1143.6,-2177.0
-1158.2,-2196.1
-1173.2,-2214.8
-1187.7,-2233.8
-1202.0,-2252.7
-1216.6,-2271.7
-1231.3,-2290.7
-1245.9,-2309.8
-1260.7,-2328.9
-1275.5,-2348.0
-1290.7,-2367.1
-1305.4,-2386.6
-1319.9,-2406.0
-1334.9,-2425.4
-1349.8,-2444.9
-1365.2,-2464.4
-1380.1,-2484.1
-1395.4,-2503.5
-1410.5,-2523.4
-1425.9,-2543.0
-1441.3,-2562.5
-1456.5,-2582.3
-1471.6,-2602.1
-1486.9,-2622.1
-1502.2,-2642.2
-1517.8,-2662.2
-1533.0,-2682.5
-1548.8,-2702.5
-1564.1,-2722.7
-1579.8,-2742.8
-1595.5,-2762.6
-1610.7,-2782.7
-1626.0,-2802.7
-1641.6,-2822.3
-1656.7,-2842.1
-1672.0,-2861.5
-1686.9,-2881.2
-1702.4,-2900.5
-1717.1,-2920.1
-1732.0,-2939.8
-1746.9,-2959.4
-1762.3,-2978.6
-1777.0,-2998.3
-1792.1,-3018.1
-1807.4,-3037.4
-1822.4,-3057.0
-1837.4,-3076.6
