x,y
0.0,0.0
0.1,0.0
0.9,0.8
0.9,0.8
1.0,0.7
4.4,-26.0
4.7,-26.2
4.7,-26.2
4.7,-26.2
4.7,-26.2
4.7,-26.2
4.7,-26.2
4.5,-26.1
4.5,-26.1
4.5,-26.1
4.5,-26.1
4.5,-26.1
6.0,-24.4
6.2,-24.5
6.9,-23.7
6.9,-23.7
7.6,-22.8
7.6,-22.8
7.6,-22.8
7.6,-22.8
8.4,-22.0
8.4,-22.0
8.4,-22.0
8.4,-22.0
9.0,-21.0
9.0,-21.0
9.0,-21.0
9.0,-21.0
9.6,-20.1
9.6,-20.1
9.6,-20.1
9.6,-20.1
9.6,-20.1
9.6,-20.1
10.2,-19.2
10.2,-19.2
10.2,-19.2
10.2,-19.2
10.2,-19.2
10.8,-18.3
10.8,-18.3
10.8,-18.3
10.2,-19.2
10.2,-19.2
9.6,-20.1
9.5,-20.0
9.5,-20.0
9.3,-20.0
9.3,-20.0
8.7,-20.9
8.6,-20.8
8.6,-20.8
8.6,-20.8
8.0,-21.7
8.0,-21.7
8.0,-21.7
8.0,-21.7
7.9,-21.6
7.9,-21.6
7.9,-21.6
7.8,-21.6
7.8,-21.6
7.2,-22.5
7.2,-22.5
7.1,-22.5
7.1,-22.5
7.1,-22.5
7.1,-22.5
7.0,-22.4
7.0,-22.4
7.0,-22.4
7.0,-22.4
7.0,-22.4
6.9,-22.3
6.2,-23.2
6.2,-23.2
6.2,-23.2
6.2,-23.2
6.2,-23.2
6.2,-23.2
6.2,-23.2
5.6,-24.1
5.5,-24.1
5.5,-24.1
5.5,-24.1
5.5,-24.1
5.5,-24.1
5.5,-24.1
5.4,-24.0
5.4,-24.0
5.4,-24.0
5.4,-24.0
5.4,-24.0
5.4,-24.0
5.4,-24.0
5.3,-24.0
5.3,-24.0
5.3,-24.0
5.3,-24.0
5.3,-24.0
5.3,-24.0
5.3,-24.0
5.3,-24.0
5.2,-23.9
4.6,-24.8
4.6,-24.8
4.6,-24.8
4.6,-24.8
4.6,-24.8
4.6,-24.8
4.6,-24.8
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.5,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
4.4,-24.7
5.1,-23.8
5.2,-23.9
5.2,-23.9
5.3,-24.0
6.0,-23.1
5.9,-23.0
5.9,-23.0
5.9,-23.0
5.9,-23.0
5.9,-23.0
5.9,-23.0
5.3,-24.0
5.9,-23.0
5.9,-23.0
5.9,-23.0
5.9,-23.0
6.5,-22.1
6.6,-22.2
6.6,-22.2
6.6,-22.2
6.6,-22.2
6.6,-22.2
6.6,-22.2
6.6,-22.2
6.6,-22.2
6.6,-22.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.2,-21.2
7.1,-21.2
7.1,-21.2
7.1,-21.2
7.1,-21.2
7.1,-21.2
7.1,-21.2
7.1,-21.2
7.1,-21.2
7.0,-21.1
7.0,-21.1
7.0,-21.1
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.6,-20.2
7.5,-20.1
7.6,-20.2
7.6,-20.2
8.2,-19.2
8.1,-19.2
8.1,-19.2
8.1,-19.2
8.1,-19.2
7.5,-20.1
7.5,-20.1
8.1,-19.2
8.1,-19.2
8.1,-19.2
8.1,-19.2
8.1,-19.2
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.1,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.0,-19.1
8.6,-18.1
8.6,-18.1
8.6,-18.1
8.6,-18.1
8.6,-18.1
8.6,-18.1
8.0,-19.1
7.9,-19.0
7.9,-19.0
7.9,-19.0
7.9,-19.0
7.9,-19.0
7.9,-19.0
8.5,-18.1
8.5,-18.1
8.5,-18.1
8.5,-18.1
8.5,-18.1
8.5,-18.1
8.5,-18.1
8.5,-18.1
8.6,-18.1
8.5,-18.1
7.9,-19.0
7.8,-18.9
7.8,-18.9
7.8,-18.9
7.8,-18.9
7.8,-18.9
7.8,-18.9
7.8,-18.9
7.7,-18.9
7.1,-19.8
7.1,-19.8
7.1,-19.8
7.1,-19.8
7.1,-19.8
7.1,-19.8
7.1,-19.8
7.0,-19.7
7.0,-19.7
7.0,-19.7
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.5,-20.7
6.5,-20.7
6.5,-20.7
6.5,-20.7
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.3,-20.6
6.9,-19.7
7.2,-18.6
9.2,-15.9
10.3,-13.9
10.6,-12.8
10.4,-12.7
10.3,-12.6
10.5,-12.7
10.6,-12.8
10.6,-12.8
10.7,-12.9
11.4,-12.0
11.0,-11.8
10.1,-9.7
7.5,-6.7
3.6,-4.1
-0.8,-1.4
-5.2,1.5
-11.4,4.2
-19.0,7.9
-28.1,11.1
-36.2,15.0
-44.9,19.4
-54.2,24.0
-65.4,27.4
-77.0,32.3
-90.4,38.3
-103.9,42.9
-114.9,50.2
-129.6,54.3
-143.9,59.5
-158.1,64.8
-172.1,69.8
-185.8,74.8
-200.2,78.8
-213.6,83.4
-226.1,87.5
-237.9,89.7
-246.5,92.8
-254.1,95.0
-261.3,95.6
-267.5,95.7
-273.3,91.4
-276.8,85.7
-279.3,77.9
-280.9,69.5
-283.4,59.1
-285.6,48.3
-288.3,36.6
-290.5,24.6
-292.3,12.3
-293.0,0.6
-293.8,-11.1
-294.0,-21.6
-294.9,-31.7
-296.2,-40.4
-298.3,-47.0
-300.9,-52.0
-304.1,-56.6
-306.4,-61.9
-305.9,-67.5
-302.4,-72.4
-297.3,-75.8
-290.5,-76.2
-281.7,-73.9
-271.8,-70.9
-259.9,-67.9
-248.8,-68.4
-238.1,-70.0
-228.7,-73.4
-221.0,-79.8
-214.9,-87.7
-210.9,-97.1
-207.8,-108.5
-204.9,-121.2
-201.6,-132.8
-198.1,-144.5
-194.9,-157.5
-191.0,-170.7
-187.1,-184.1
-183.9,-198.4
-180.8,-211.2
-177.9,-222.5
-176.1,-231.8
-174.6,-239.5
-174.3,-246.3
-175.4,-252.3
-179.3,-256.4
-186.1,-258.7
-193.4,-258.0
-202.1,-257.7
-210.5,-257.6
-218.7,-260.4
-225.0,-264.2
-231.5,-269.4
-238.3,-273.0
-244.5,-273.0
-251.7,-272.3
