x,y
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.1,0.1
-0.1,0.1
0.4,1.0
0.7,0.9
0.7,0.9
0.9,0.8
1.5,1.8
1.6,1.7
1.6,1.7
1.6,1.7
1.6,1.7
1.6,1.7
1.6,1.7
1.6,1.7
2.2,2.7
2.2,2.7
2.4,2.6
3.0,3.5
3.8,4.4
4.1,4.2
4.5,4.0
5.0,3.8
5.9,4.6
6.1,4.5
6.1,4.5
6.1,4.5
6.0,4.5
5.9,4.6
5.6,4.7
5.1,4.9
5.6,7.2
5.9,8.3
6.7,10.4
7.7,12.4
8.4,13.4
9.5,15.3
11.9,17.9
15.1,20.1
18.7,20.8
23.4,21.0
28.5,21.1
33.5,21.2
37.8,20.4
41.9,21.0
45.4,23.0
47.9,26.8
50.0,33.2
51.2,41.4
52.2,49.6
53.7,58.9
53.9,66.3
56.2,76.4
58.9,87.6
61.5,98.9
63.9,108.9
66.6,118.9
69.2,129.0
72.4,139.9
75.4,151.0
77.8,161.0
80.7,172.2
83.4,183.4
86.4,194.5
88.7,204.6
91.6,215.7
94.3,225.6
97.3,236.7
100.0,246.7
102.6,256.7
105.0,266.7
107.6,276.7
109.6,285.8
112.1,295.8
113.7,303.8
115.2,310.5
116.5,316.1
117.7,321.8
118.0,326.6
119.3,333.5
121.6,341.0
125.0,349.4
128.3,357.7
132.2,368.4
135.1,378.2
137.9,389.4
140.7,401.9
143.2,413.2
146.4,425.4
149.7,437.6
152.6,448.8
155.3,460.0
157.9,471.2
160.7,482.4
163.2,493.7
164.8,502.9
166.5,512.0
167.7,519.0
168.6,524.7
169.5,529.2
170.0,532.8
171.1,538.4
172.3,545.3
173.7,553.4
175.2,562.6
176.7,571.9
178.3,583.6
178.9,594.6
179.3,606.9
179.7,619.2
179.5,630.6
179.3,641.8
179.1,652.0
179.2,660.6
178.8,667.0
178.2,673.5
175.7,678.4
171.0,681.9
164.8,683.7
156.6,682.6
147.7,681.8
136.6,680.8
124.4,679.1
112.3,677.4
100.8,676.6
