x,y
0.0,0.0
-3.7,5.7
-8.1,12.4
-12.2,19.2
-17.1,27.1
-21.6,35.2
-26.1,43.2
-30.7,51.3
-35.1,59.5
-40.1,68.8
-45.0,78.1
-49.8,87.4
-54.2,97.3
-57.2,106.7
-60.8,117.3
-62.4,126.6
-64.0,135.9
-65.4,145.3
-67.3,154.4
-68.9,162.2
-70.1,168.7
-70.7,172.8
-72.0,176.1
-72.0,177.6
-72.2,179.0
-73.1,181.2
-74.2,184.8
-74.8,188.8
-75.6,194.1
-77.2,200.4
-78.6,206.8
-79.5,213.6
-81.6,222.4
-83.6,231.2
-84.9,239.2
-87.3,247.8
-89.0,255.5
-90.3,262.0
-91.4,267.1
-93.0,271.8
-93.6,274.2
-94.0,275.4
-94.6,276.3
-94.5,276.4
-94.3,276.6
-94.3,276.6
-94.2,276.7
-94.2,276.7
-94.1,276.7
-94.1,276.7
-94.0,276.8
-94.8,277.7
-94.6,277.9
-94.5,277.9
-94.4,278.0
-94.4,278.0
-94.4,278.0
-94.4,278.0
-94.4,278.0
-94.3,278.1
-94.3,278.1
-95.1,278.9
-94.9,279.1
-95.9,281.2
-97.2,284.6
-98.5,288.0
-100.5,292.3
-102.6,296.5
-105.2,301.7
-107.2,305.9
-109.3,310.1
-111.5,314.3
-112.6,316.3
-114.3,319.2
-115.4,321.3
-116.6,323.2
-118.4,326.0
-120.2,329.0
-122.1,331.9
-125.7,336.2
-128.7,339.5
-133.2,344.5
-137.8,349.4
-142.4,354.4
-147.8,360.1
-152.6,364.8
-157.0,368.4
-161.2,372.2
-165.6,375.6
-169.5,378.2
-173.2,380.8
-176.2,382.7
-178.2,383.9
-179.3,384.4
-180.2,385.0
-180.3,385.0
-180.3,385.0
-180.4,384.9
-180.4,384.9
-180.4,384.9
-180.4,384.9
-180.5,384.8
-180.5,384.8
-180.5,384.8
-180.5,384.8
-180.5,384.8
-180.5,384.8
-180.6,384.7
-180.6,384.7
-180.6,384.7
-180.7,384.6
-180.7,384.6
-180.7,384.6
-180.8,384.5
-180.8,384.5
-180.8,384.5
-180.9,384.4
-180.9,384.4
-181.0,384.4
-181.0,384.4
-181.0,384.4
-181.0,384.4
-181.0,384.3
-181.0,384.3
-181.0,384.3
-181.2,384.1
-183.1,385.4
-186.4,387.0
-191.4,390.0
-196.8,392.6
-202.4,395.1
-209.1,398.0
-217.1,401.3
-225.2,404.6
-233.9,407.2
-243.3,409.2
-253.0,409.3
-263.7,408.6
-274.9,407.4
-286.6,405.8
-297.8,403.0
-309.5,399.9
-320.9,395.4
-332.7,390.5
-344.8,385.5
-356.7,380.6
-368.4,375.8
-379.7,371.4
-389.6,366.9
-398.9,362.7
-407.6,359.3
-415.6,356.4
-422.2,353.4
-427.7,351.2
-431.4,349.4
-433.7,348.8
-434.0,348.5
-434.0,348.5
-433.9,348.6
-433.8,348.7
-433.8,348.7
-433.0,348.0
-432.9,348.0
-432.9,348.0
-432.8,348.1
-432.8,348.1
-433.1,347.9
-435.1,347.5
-438.5,345.9
-443.5,344.1
-448.5,341.1
-454.7,338.4
-462.3,335.9
-469.2,332.5
-476.1,329.2
-483.7,325.1
-491.9,320.6
-501.0,316.6
-509.6,311.8
-518.4,306.6
-527.5,301.3
-536.6,295.9
-545.9,290.3
-555.3,284.6
-565.0,278.6
-575.9,273.0
-586.3,266.4
-596.9,259.7
-608.1,253.8
-618.4,247.2
-629.5,241.5
-639.5,235.2
-649.7,229.0
-659.8,222.5
-670.8,215.4
-682.0,208.0
-693.4,200.5
-705.5,193.9
-716.8,186.4
-728.0,179.0
-738.6,170.7
-749.7,163.4
-760.5,156.5
-770.5,150.2
-779.7,143.1
-789.8,136.8
-798.9,129.8
-808.9,123.6
-817.9,116.7
-827.7,110.6
-837.1,103.4
-847.4,96.9
-857.0,89.5
-867.0,83.2
-875.5,76.9
-882.5,71.9
-888.6,67.7
-893.5,64.6
-898.1,62.0
-901.5,58.7
-905.7,56.3
-909.7,52.6
-915.1,49.0
-921.5,44.7
-928.7,39.5
-936.4,33.9
-944.7,27.7
-953.4,21.0
-962.6,14.1
-971.8,7.0
-981.3,-0.3
-990.7,-7.5
-1000.8,-13.9
-1010.9,-20.2
-1020.4,-27.6
-1030.0,-34.9
-1040.5,-41.8
-1050.4,-49.4
-1060.1,-57.0
-1070.7,-63.7
-1080.2,-71.0
