x,y
0.0,0.0
-2.4,6.3
-4.1,9.9
-5.7,13.0
-7.0,15.7
-8.4,19.8
-7.5,23.4
-4.3,26.5
0.6,28.2
7.4,29.1
14.8,31.1
22.5,34.9
29.8,39.6
37.1,44.6
44.6,50.5
52.9,57.0
63.6,64.5
73.8,72.2
83.6,79.9
94.0,87.4
104.5,95.7
115.3,104.0
126.3,112.1
137.6,120.3
149.1,128.7
160.8,137.5
172.9,146.2
185.1,155.0
197.2,164.2
209.2,173.5
221.6,182.6
234.0,191.8
246.1,201.2
258.2,210.7
270.5,220.3
282.9,230.0
295.3,239.6
307.7,249.3
320.0,259.4
332.0,269.7
343.7,280.3
355.3,290.8
366.4,301.7
377.5,312.1
388.1,323.0
398.7,332.9
408.6,342.4
418.0,350.7
427.1,358.3
436.1,365.9
445.5,372.7
455.1,378.7
465.2,383.2
475.7,386.2
486.0,387.9
495.2,388.6
503.1,389.0
509.4,389.7
514.0,390.8
518.2,392.3
523.1,393.6
528.4,393.1
532.2,388.1
534.8,382.0
537.0,374.5
540.0,367.0
544.8,359.3
550.8,352.5
558.3,347.6
567.6,345.3
578.2,345.7
589.2,348.8
600.3,353.6
611.5,359.1
622.4,365.2
634.8,370.4
647.3,376.6
660.4,383.0
673.9,389.5
687.8,396.1
701.5,403.1
716.1,410.0
731.2,417.4
746.5,424.6
762.0,432.4
778.1,439.8
794.2,447.5
810.5,455.1
826.9,463.0
843.7,470.7
860.9,477.5
878.0,484.8
895.9,490.8
913.3,497.6
930.9,504.2
949.1,510.1
967.1,516.2
984.4,522.5
1002.2,528.5
1019.9,534.3
1037.1,540.5
1054.5,546.1
1071.8,551.5
1089.2,557.4
1106.8,562.9
1124.2,568.8
1142.1,574.4
1160.3,579.8
1178.2,585.9
1196.3,591.4
1213.9,597.9
1231.7,604.6
1248.8,611.7
1266.3,618.7
1283.1,626.0
1299.7,633.3
1316.3,640.5
1333.0,647.6
1348.8,655.7
1364.4,663.6
1379.6,671.4
1394.1,679.6
1408.3,687.3
1421.6,695.0
1433.8,702.3
1444.7,709.7
1454.6,716.4
1463.1,723.0
1470.9,729.1
1476.6,735.4
1479.5,741.2
1482.5,747.9
1485.3,755.1
1487.4,763.2
1488.5,772.8
1489.8,782.5
1492.2,791.8
1496.0,801.0
1501.5,809.1
1508.2,815.7
1514.9,821.7
1522.0,826.2
1529.8,829.0
1537.9,830.4
1546.8,830.8
1555.4,830.5
1564.5,830.6
1573.6,832.1
1582.6,834.9
1591.7,838.7
1600.4,844.4
1608.7,851.4
1616.5,859.7
1624.9,868.3
1633.3,877.8
1642.1,887.6
1651.7,897.9
1661.6,908.5
1671.2,919.3
1681.1,930.4
1691.9,941.6
1703.0,953.0
1714.4,964.1
1726.4,974.9
1737.9,986.2
1749.5,997.2
1761.1,1008.2
1772.3,1019.4
1784.1,1030.0
1795.6,1041.2
1807.6,1051.6
1819.2,1062.3
1831.3,1072.6
1843.1,1083.3
1855.5,1094.0
1868.4,1104.5
1881.8,1114.9
1895.1,1125.3
1908.5,1135.8
1922.0,1146.0
1936.0,1155.9
1950.5,1165.7
1964.5,1176.4
1979.3,1186.7
1994.0,1197.2
2008.9,1207.8
2023.9,1218.7
2039.1,1229.2
2054.5,1240.1
2069.8,1251.0
2085.5,1261.6
2101.4,1272.1
2117.4,1282.6
2133.8,1293.1
2149.8,1304.1
2166.1,1314.6
2182.3,1325.1
2198.1,1335.8
2213.8,1346.4
2230.0,1356.6
2245.6,1367.4
2261.6,1377.7
2277.5,1388.4
2293.3,1398.9
2308.9,1409.7
2324.9,1420.0
2340.3,1430.4
2355.5,1440.4
2370.6,1450.2
2385.3,1460.0
2399.8,1470.2
2414.5,1480.1
2428.8,1490.4
2443.2,1500.9
2457.7,1511.5
2472.0,1523.4
2486.4,1535.7
2500.9,1548.7
2515.4,1562.4
2529.8,1576.6
2543.8,1591.8
2557.7,1607.4
2571.3,1623.4
2584.4,1639.7
2597.2,1656.9
2609.6,1674.3
2621.8,1692.3
2633.4,1710.9
2644.6,1730.4
2655.5,1749.9
2665.4,1770.5
2675.3,1790.8
2684.5,1811.6
2693.3,1832.8
2701.4,1854.7
2709.5,1876.5
2717.7,1898.2
2725.3,1920.2
2733.0,1942.4
2740.9,1964.2
2748.8,1986.2
2756.7,2007.8
2764.7,2029.5
2772.7,2051.2
2780.6,2072.8
2788.4,2094.4
2796.3,2116.0
2804.1,2137.5
2811.9,2159.0
2819.6,2180.5
2827.2,2201.5
2835.1,2221.8
2842.5,2242.5
2849.9,2262.7
2857.0,2282.6
2864.3,2302.1
2871.4,2321.4
2878.4,2340.5
2885.4,2359.3
2892.0,2377.7
2898.4,2395.8
2904.4,2413.7
2910.0,2431.5
2915.5,2448.7
2921.1,2465.9
2926.5,2482.7
2932.1,2499.7
2936.9,2516.6
2941.6,2532.9
2945.1,2548.2
2947.5,2562.8
2949.5,2575.4
2951.4,2586.5
2952.9,2596.5
2954.3,2605.6
2955.3,2613.6
2955.6,2621.4
2955.6,2629.0
2953.8,2636.9
2951.2,2645.2
2947.6,2653.9
2943.5,2662.1
2938.9,2669.2
2933.9,2676.7
2928.1,2685.1
2922.2,2693.3
2915.9,2701.6
2908.7,2709.6
2900.8,2717.8
2891.9,2725.5
2883.1,2732.9
2874.1,2740.3
2865.9,2748.1
2858.7,2756.8
2852.5,2766.3
2846.8,2775.4
2839.6,2784.0
2830.8,2791.3
2820.5,2797.2
2810.1,2802.5
2799.4,2807.9
2789.1,2814.5
2779.2,2822.2
2770.2,2830.8
2760.9,2840.1
2752.3,2849.2
2744.6,2858.2
2737.6,2868.5
2732.0,2878.4
2727.2,2888.6
2722.2,2897.9
2716.1,2906.0
2708.4,2912.9
2699.0,2918.9
2689.9,2924.3
2680.6,2929.1
2671.7,2934.3
2663.4,2939.6
2656.7,2945.9
2652.8,2953.2
2652.4,2961.6
2654.0,2969.9
2655.8,2979.5
2656.8,2989.8
2655.7,3001.3
2653.3,3012.5
2650.1,3024.7
2646.7,3037.4
2643.6,3050.3
2640.9,3063.4
2638.8,3076.7
2637.9,3089.8
2637.9,3102.7
2638.2,3115.8
2639.1,3128.4
2640.5,3141.0
2643.1,3153.4
2646.0,3166.4
2649.7,3179.3
2653.3,3192.5
2657.1,3205.8
2660.9,3219.3
2664.4,3233.0
2668.2,3246.3
2671.8,3259.7
2675.7,3272.8
2679.7,3286.0
2684.1,3298.7
2689.2,3310.7
2694.8,3323.0
2701.7,3334.4
2708.3,3346.1
2715.5,3357.6
2721.4,3370.2
2727.8,3382.3
2733.4,3394.7
2738.6,3407.6
2744.1,3420.1
2749.5,3432.0
2754.8,3443.7
2759.9,3455.9
2765.2,3467.6
2770.1,3479.2
2774.9,3490.7
2779.8,3501.5
2784.1,3512.5
2788.0,3522.8
2791.4,3531.4
2792.3,3538.9
2791.9,3544.3
2791.2,3546.9
2790.8,3547.6
2790.5,3547.4
2790.6,3547.0
2790.3,3546.8
2790.1,3546.6
2790.2,3546.2
2790.0,3546.0
2789.9,3545.9
2789.8,3545.8
2789.9,3545.5
2789.7,3545.4
2789.6,3545.3
2789.5,3545.2
2789.4,3545.2
2789.6,3544.6
2789.5,3544.6
2789.4,3544.5
2789.4,3544.4
2789.4,3544.4
2789.3,3544.4
2789.2,3544.3
2789.1,3544.2
2789.5,3543.8
2789.4,3543.7
2789.4,3543.7
2789.3,3543.6
2789.3,3543.6
2789.2,3543.6
2789.2,3543.6
2789.2,3543.3
2789.2,3543.3
2789.2,3543.3
2789.2,3543.2
2789.2,3543.2
2789.2,3543.2
2789.1,3543.1
2789.1,3543.1
2789.4,3542.8
2789.4,3542.8
2789.2,3542.7
2789.2,3542.7
2789.2,3542.7
2789.2,3542.7
2789.2,3542.7
2789.1,3542.6
2789.1,3542.6
2789.1,3542.6
2789.1,3542.6
2789.1,3542.6
2789.4,3542.3
2789.1,3543.1
2788.6,3545.4
2788.1,3549.5
2788.6,3554.5
2789.7,3559.9
2792.5,3565.4
2797.6,3570.4
2803.6,3576.2
2810.5,3582.7
2817.1,3590.1
2823.0,3597.9
2828.5,3606.1
2834.4,3615.0
2840.6,3624.2
2847.2,3633.8
2854.4,3643.7
2861.7,3653.9
2870.0,3663.8
2877.8,3674.6
2885.5,3686.1
2892.5,3698.2
2899.6,3710.3
2906.9,3722.5
2914.3,3734.4
2921.5,3745.8
2928.7,3757.2
2936.2,3768.1
2944.4,3778.7
2953.4,3789.1
2963.3,3799.6
2973.8,3810.0
2984.4,3820.5
2994.8,3831.3
3005.7,3841.7
3016.0,3852.7
3026.7,3863.9
3037.9,3874.8
3049.2,3885.8
3060.0,3897.3
3071.2,3908.0
3081.9,3919.1
3092.2,3930.6
3102.0,3942.5
3111.5,3954.4
3120.8,3966.1
3129.2,3978.6
3137.5,3990.9
3145.5,4003.4
3153.2,4016.1
3160.4,4028.9
3167.0,4042.1
3173.3,4055.3
3179.0,4069.2
3184.7,4083.4
3189.6,4098.1
3194.2,4112.8
3199.5,4127.4
3205.5,4141.3
3212.0,4155.5
3219.3,4168.3
3226.3,4181.7
3233.6,4194.7
3241.3,4207.1
3248.3,4219.8
3255.7,4231.6
3262.7,4243.7
3269.7,4255.7
3276.4,4269.0
3283.4,4279.6
3288.4,4291.3
3294.4,4301.7
3299.8,4311.7
3303.4,4320.8
3307.7,4328.6
3311.0,4336.1
3312.3,4343.6
3310.2,4349.8
3305.6,4355.2
3298.9,4359.3
3291.9,4363.0
3284.0,4366.4
3275.9,4370.0
3268.6,4372.9
3262.2,4374.1
3257.0,4372.8
3252.4,4370.3
3247.9,4366.7
3243.8,4362.4
3239.9,4357.6
3236.9,4353.2
3235.6,4348.6
3237.0,4343.6
3240.6,4339.4
3244.9,4336.0
3248.9,4333.3
3252.0,4330.9
3253.7,4327.9
3253.2,4325.4
3252.2,4324.0
3252.0,4323.0
3252.0,4323.0
3252.2,4323.2
3252.2,4323.2
3252.3,4323.3
3252.4,4323.4
3252.4,4323.4
3252.6,4323.5
3252.6,4323.5
3252.8,4323.4
3252.8,4323.4
3252.9,4323.5
3252.9,4323.5
