x,y
0.0,0.0
0.0,0.0
-0.1,0.1
-0.2,0.2
-0.2,0.2
-0.2,0.2
-0.2,0.2
-0.3,0.4
-0.3,0.4
-0.4,0.5
-0.4,0.5
-0.5,0.6
-0.5,0.6
-0.5,0.6
-0.7,0.9
-1.0,1.2
-1.0,1.2
-1.0,1.2
-2.9,0.0
-5.3,-0.6
-9.9,-2.1
-15.3,-2.7
-20.2,-2.1
-24.1,-0.9
-29.4,0.1
-34.2,2.3
-40.1,4.0
-45.9,5.7
-51.9,7.5
-56.6,9.7
-61.4,11.8
-65.7,13.4
-71.1,12.8
-74.2,11.3
-77.4,8.2
-81.3,4.1
-85.1,-0.2
-88.9,-4.3
-94.0,-8.8
-100.4,-13.3
-108.4,-17.8
-116.4,-22.3
-124.2,-27.1
-131.8,-32.1
-138.4,-36.5
-143.8,-40.4
-148.6,-45.2
-154.6,-50.4
-159.6,-54.8
-165.3,-60.4
-171.5,-66.9
-176.9,-72.7
-182.1,-78.8
-187.1,-85.1
-192.2,-91.2
-197.1,-97.5
-201.3,-103.0
-205.4,-108.6
-208.7,-113.3
-212.3,-117.8
-216.5,-123.3
-220.5,-129.1
-225.2,-135.7
-230.6,-143.2
-236.0,-150.7
-241.6,-158.2
-246.2,-164.8
-251.0,-171.3
-256.1,-177.6
-259.3,-182.3
-263.6,-187.8
-268.5,-194.1
-274.0,-201.7
-280.2,-210.1
-286.3,-218.5
-292.4,-226.9
-297.7,-234.7
-303.0,-242.4
-309.1,-250.7
-315.2,-259.3
-321.1,-267.9
-326.4,-275.7
-332.0,-283.0
-336.0,-288.8
-340.1,-294.3
-344.2,-300.0
-348.2,-305.6
-352.9,-312.3
-358.3,-319.8
-363.7,-327.3
-370.1,-335.6
-377.3,-344.4
-383.4,-353.0
-390.0,-361.0
-396.6,-368.7
-402.0,-374.5
-406.5,-379.7
-410.3,-383.8
-414.8,-388.9
-420.2,-394.7
-425.5,-400.6
-431.8,-407.2
-438.0,-413.8
-444.2,-420.4
-450.2,-427.1
-455.0,-432.1
-458.8,-436.2
-462.7,-440.4
-466.5,-444.5
-470.3,-448.5
-475.0,-453.6
-479.5,-458.6
-484.8,-464.6
-489.9,-470.8
-495.8,-477.6
-501.8,-484.5
-507.2,-490.3
-511.7,-495.4
-515.4,-499.7
-518.4,-503.1
-520.6,-505.8
-523.6,-509.2
-526.5,-512.7
-531.0,-517.8
-536.2,-523.8
