x,y
0.0,0.0
0.6,8.4
1.6,16.9
1.8,24.9
2.1,32.7
2.3,39.5
3.4,45.0
4.0,49.4
5.8,52.8
8.4,55.8
12.2,58.3
17.2,60.4
22.9,62.6
29.3,64.3
36.3,66.4
44.2,68.9
52.0,71.7
59.9,74.7
68.2,77.3
76.6,79.1
87.6,78.2
97.1,77.1
108.6,74.0
118.9,71.4
128.3,69.0
137.7,66.8
147.7,65.0
157.7,63.6
168.5,62.5
178.4,61.6
188.5,60.8
198.3,60.2
208.7,59.7
218.6,59.3
228.0,59.3
236.3,59.5
243.2,59.8
248.3,59.9
252.9,60.0
257.0,60.5
260.1,62.2
262.3,65.5
263.3,70.1
263.2,75.4
263.1,81.8
262.1,88.7
261.4,96.5
260.3,104.6
260.4,112.5
260.4,120.2
260.3,127.1
260.4,132.6
259.9,136.3
260.2,138.1
260.2,138.3
260.2,138.2
260.2,138.2
260.3,137.9
259.7,138.0
259.6,138.9
259.3,140.4
259.1,142.3
258.9,143.8
258.7,145.0
258.0,146.7
256.5,149.3
253.1,152.0
247.9,153.7
242.0,154.2
234.3,153.7
225.4,152.9
215.8,152.1
205.8,151.8
195.4,152.0
184.8,153.2
173.8,155.5
162.8,158.7
152.6,163.3
142.4,168.6
131.9,174.9
121.7,182.2
111.6,190.0
102.5,198.8
93.4,208.5
84.9,218.9
77.0,229.8
68.9,240.8
60.0,251.2
50.5,260.6
40.7,269.1
29.5,276.3
17.3,281.7
4.8,285.7
-7.8,288.7
-21.6,291.0
-35.0,293.4
-48.9,295.8
-62.2,298.0
-75.4,300.5
-89.4,302.8
-103.5,305.2
-116.7,307.8
-130.0,310.3
-143.2,312.9
-156.4,315.2
-169.9,317.8
-183.2,320.5
-196.7,323.5
-210.3,327.1
-223.0,331.6
-236.3,335.9
-249.5,339.6
-262.1,342.9
-274.4,345.2
-286.5,346.3
-297.8,346.8
-309.6,346.8
-320.8,345.9
-332.3,343.7
-343.9,340.6
-356.1,337.4
-368.3,334.1
-380.5,329.5
-393.7,325.7
-408.4,321.5
-421.2,318.1
-433.5,314.6
-446.1,311.4
-457.8,308.2
-470.0,305.3
-482.2,302.2
-494.4,299.1
-507.0,295.7
-519.2,292.7
-531.9,290.3
-544.8,288.3
-557.9,286.0
-570.5,283.2
-583.6,280.2
-596.8,277.0
-609.8,273.8
-622.8,270.4
-635.5,267.3
-647.6,264.2
-659.3,261.4
-669.9,259.1
-678.5,256.9
-686.2,255.2
-692.1,253.9
-696.8,252.8
-700.4,251.9
-703.6,250.6
-705.4,249.9
-705.7,249.8
-705.7,249.8
-705.7,249.8
-705.7,249.8
-706.5,249.3
-708.0,247.3
-708.8,243.7
-708.1,238.9
-706.2,233.8
-704.0,228.8
-701.8,223.5
-699.7,217.5
-697.4,210.8
-695.1,203.7
-692.8,196.6
-691.4,189.1
-690.4,181.8
-689.8,174.8
-690.7,168.3
-692.6,162.2
-695.2,156.8
-697.5,151.9
-698.2,147.4
-697.2,143.5
-695.4,139.9
-692.8,136.6
-690.8,132.8
-689.1,128.5
-687.3,123.7
-685.5,118.8
-683.7,113.8
-681.9,109.1
-680.2,105.1
-679.0,101.9
-678.3,99.4
-678.1,97.5
-677.3,96.0
-676.6,95.1
-675.9,94.8
-675.0,94.6
-673.8,94.8
-673.2,95.0
-673.0,95.1
-673.0,95.1
-673.0,95.1
-673.0,95.1
-672.5,95.3
-672.5,95.3
-672.5,95.3
-673.0,95.4
-673.3,95.8
-673.4,96.0
-673.4,96.0
-673.1,96.0
-672.7,96.1
-671.7,96.5
-670.6,97.1
-669.4,98.2
-668.1,99.4
-667.6,100.7
-666.9,101.9
-666.6,102.6
-666.6,102.7
-666.6,102.7
-666.6,102.8
-666.6,102.8
-666.6,102.8
-666.4,102.9
-666.4,102.9
-666.4,102.9
-666.4,102.9
-666.4,102.9
-666.4,102.9
-666.4,102.9
-666.4,102.9
-665.8,103.2
-665.8,103.2
-665.8,103.2
-665.8,103.3
-665.8,103.3
-665.8,103.3
-665.8,103.3
-665.8,103.3
-665.8,103.3
-665.8,103.4
-665.8,103.4
-665.8,103.4
-665.8,103.4
-665.3,103.4
-665.3,103.4
-665.3,103.5
-665.3,103.5
-665.3,103.5
-665.3,103.7
-665.3,103.7
-665.0,103.7
-665.0,103.7
-665.1,103.8
-665.1,103.8
-665.1,103.8
-665.1,103.8
-665.1,103.9
-665.1,103.9
-665.1,103.9
-665.1,103.9
-665.1,103.9
-664.7,104.0
-664.7,104.0
-664.7,104.1
-664.7,104.1
-664.7,104.1
-664.7,104.2
-664.7,104.2
-664.7,104.2
-664.7,104.2
-664.7,104.3
-664.7,104.3
-664.7,104.3
-664.7,104.3
-664.7,104.3
