x,y
0.0,0.0
-3.0,2.5
-4.0,3.6
-5.0,4.0
-5.0,4.1
-5.0,4.4
-5.9,5.7
-5.6,8.3
-4.0,11.9
-1.2,15.8
2.8,19.8
6.8,24.5
12.1,30.1
18.6,36.4
25.2,43.0
31.8,49.5
37.3,56.1
42.6,62.3
49.1,68.1
54.6,74.4
61.1,81.4
68.9,88.5
75.6,95.9
82.3,103.2
88.9,109.9
94.4,116.1
99.6,121.5
104.9,127.3
111.5,133.6
118.1,140.8
124.8,148.4
132.7,156.1
139.5,163.9
147.3,171.4
154.0,178.3
159.4,184.6
164.7,190.1
168.7,194.7
171.5,198.5
172.9,201.0
174.2,202.1
174.3,202.7
174.3,202.7
175.4,202.6
175.5,203.6
175.9,206.2
174.2,210.1
170.3,214.4
166.3,218.6
161.3,223.3
155.2,228.8
147.0,235.4
140.0,242.4
131.9,250.1
122.9,258.6
112.7,268.0
101.5,277.9
90.3,288.1
79.2,298.3
68.0,308.7
56.9,319.4
44.7,330.3
33.6,341.0
21.3,352.1
10.2,363.2
-1.9,374.5
-14.1,385.8
-26.3,397.2
-38.4,408.6
-50.6,420.0
-61.6,431.1
-73.9,442.3
-86.0,453.8
-97.1,464.9
-109.3,476.0
-120.4,486.8
-131.4,497.7
-143.7,509.1
-154.7,520.3
-165.8,531.3
-178.0,542.0
-189.1,552.6
-200.3,563.3
-211.4,574.0
-222.5,584.3
-233.7,594.3
-243.8,604.1
-255.1,613.9
-265.1,623.8
-276.3,634.0
-286.3,643.9
-296.5,653.6
-307.7,663.5
-317.8,673.2
-327.9,682.6
-338.1,691.5
-348.3,700.1
-359.8,708.4
-370.0,716.3
-381.6,724.0
-392.1,730.8
-403.8,737.1
-414.4,742.5
-426.2,747.5
-437.0,752.2
-447.7,756.9
-458.5,761.8
-469.2,766.5
-482.3,771.0
-493.1,774.9
-502.9,778.5
-511.6,781.4
-518.1,783.5
-523.6,785.1
-526.8,786.0
-526.8,786.1
-526.8,786.1
-526.8,786.0
-526.8,786.0
-526.8,786.0
-526.8,785.9
-526.9,785.7
-526.9,785.7
-525.7,785.6
-525.8,785.4
-525.8,785.4
-525.8,785.4
-525.8,785.2
-525.8,785.1
-526.9,785.4
-529.0,786.0
-532.3,787.0
-536.6,789.1
-539.5,792.6
-539.6,799.8
-537.5,807.1
-532.0,813.8
-523.3,819.5
-515.7,825.3
-505.8,831.1
-496.9,837.8
-485.6,845.1
-474.3,852.9
-461.8,860.8
-449.3,868.8
-435.6,876.7
-423.0,885.4
-408.0,894.3
-394.2,903.7
-377.9,913.3
-362.8,923.4
-346.6,933.5
-330.2,943.7
-312.8,953.3
-295.6,962.7
-277.1,971.7
-259.9,980.4
-240.3,988.6
-222.0,996.6
-201.5,1003.9
-182.2,1010.9
-161.7,1017.3
-141.5,1023.1
-120.1,1028.2
-99.9,1033.0
-78.6,1037.0
-57.5,1040.6
-36.4,1043.3
-14.3,1045.4
6.6,1046.8
27.3,1047.9
47.1,1049.2
66.7,1050.3
87.5,1051.2
107.1,1052.3
128.0,1053.4
148.7,1054.5
169.6,1055.7
190.5,1056.8
211.2,1058.0
232.1,1059.1
252.9,1060.1
272.5,1061.3
293.4,1062.5
314.3,1063.7
335.0,1065.0
357.1,1066.2
377.9,1067.5
398.7,1068.8
419.6,1069.9
440.5,1071.1
462.4,1072.1
482.0,1073.2
502.9,1074.2
523.7,1075.6
543.4,1077.0
564.2,1078.4
584.0,1079.7
604.7,1080.6
624.4,1081.4
643.9,1081.7
662.2,1081.5
680.3,1080.5
698.4,1078.4
716.3,1075.2
734.0,1070.5
751.5,1064.3
769.9,1056.2
787.0,1046.7
802.7,1036.1
819.5,1024.7
834.0,1013.0
848.4,1001.3
862.9,989.5
878.4,977.8
893.0,966.6
907.5,955.9
923.5,945.9
940.5,936.8
957.9,929.5
976.6,923.7
994.3,919.4
1012.2,916.5
1030.4,915.4
1046.5,915.7
1061.6,917.3
1075.5,919.5
1088.5,922.3
1099.3,926.2
1106.7,930.6
1114.1,935.2
1119.4,940.6
1124.9,947.5
1130.5,955.4
1137.2,963.3
1143.9,970.3
1153.8,975.6
1164.5,979.3
1176.4,982.8
1188.3,986.7
1199.3,992.2
1209.5,999.8
1218.8,1009.5
1229.3,1020.1
1238.9,1031.6
1249.6,1043.0
1260.3,1054.3
1269.9,1065.8
1280.7,1077.5
1291.4,1089.2
1302.1,1100.9
1312.8,1112.3
1322.3,1123.3
1332.9,1134.1
1342.4,1144.9
1353.1,1155.9
1363.7,1166.8
1375.4,1177.3
1388.2,1187.4
1400.9,1196.8
1414.6,1204.6
1428.0,1211.6
1440.2,1217.5
1453.5,1222.4
1469.0,1226.3
1483.1,1229.8
1499.4,1231.7
1515.4,1232.1
1532.5,1231.9
1549.5,1229.9
1565.1,1227.1
1581.7,1222.7
1598.1,1217.1
1613.2,1210.5
1629.1,1201.5
1643.8,1191.7
1657.4,1181.5
1669.6,1171.2
1680.7,1160.4
1691.7,1148.9
1701.6,1137.3
1711.5,1125.6
1721.3,1114.0
1730.0,1102.8
1739.9,1091.5
1748.7,1080.7
1756.4,1070.5
1766.4,1060.0
1774.2,1050.2
1783.2,1040.7
1791.1,1031.9
1798.0,1023.9
1802.8,1018.0
1806.7,1013.2
1809.6,1009.6
1812.5,1006.3
1815.6,1003.1
1817.4,1000.1
1820.3,996.9
1823.3,993.7
1826.3,991.1
1830.7,989.5
1835.1,989.2
1839.8,990.7
1843.8,995.1
1847.0,1001.9
1849.3,1010.4
1852.9,1019.7
1855.4,1029.7
1856.9,1040.8
1860.8,1052.8
1863.8,1066.1
1866.8,1079.7
1869.9,1093.8
1872.9,1108.3
1876.1,1122.8
1878.0,1137.2
1881.0,1151.3
1884.1,1165.3
1887.2,1179.2
1889.2,1193.6
1891.0,1207.6
1894.1,1221.3
1895.9,1235.1
1899.0,1249.0
1902.1,1263.4
1904.1,1278.1
1907.3,1293.0
1910.5,1308.0
1912.5,1323.0
1915.7,1337.7
1917.6,1351.6
1920.5,1365.1
1922.4,1378.3
1924.0,1390.8
1925.6,1402.5
1925.9,1413.2
1927.3,1423.0
1928.5,1432.4
1927.6,1442.0
1927.8,1452.0
1928.0,1461.9
1928.4,1472.9
1928.9,1484.3
1929.3,1495.7
1929.8,1508.0
1931.5,1520.6
1933.2,1533.4
1933.9,1547.0
1935.8,1560.5
1936.5,1574.2
1938.3,1587.1
1938.8,1599.4
1940.2,1609.9
1941.4,1618.5
1941.2,1625.3
