x,y
0.0,0.0
-6.2,-5.2
-13.4,-10.6
-20.6,-16.1
-27.7,-21.4
-34.7,-26.8
-41.5,-31.0
-47.9,-36.3
-54.3,-41.5
-60.9,-46.7
-67.4,-52.0
-73.8,-57.2
-80.4,-61.4
-86.7,-66.6
-93.0,-71.7
-99.5,-77.0
-105.9,-82.2
-112.2,-86.3
-118.7,-91.5
-126.0,-97.0
-133.4,-103.7
-141.0,-110.4
-148.7,-116.0
-156.0,-121.4
-163.5,-127.0
-171.1,-132.5
-178.8,-139.2
-187.1,-145.0
-195.7,-152.0
-204.4,-159.0
-213.2,-164.9
-221.6,-171.8
-230.1,-177.7
-237.5,-184.3
-244.1,-188.4
-249.5,-193.4
-253.4,-196.7
-255.2,-198.4
-256.1,-198.6
-256.4,-198.7
-256.4,-198.7
-256.3,-198.6
-256.2,-198.6
-256.1,-198.6
-256.1,-198.6
-256.3,-197.5
-256.2,-197.5
-256.3,-197.5
-257.0,-197.7
-258.0,-200.3
-258.2,-204.9
-256.2,-210.2
-252.7,-215.1
-247.6,-221.9
-241.3,-229.5
-234.4,-238.1
-227.4,-246.8
-220.4,-255.5
-213.0,-265.1
-205.2,-274.7
-197.3,-285.5
-189.6,-295.1
-182.1,-304.7
-174.7,-314.5
-167.4,-324.1
-160.1,-332.7
-152.8,-342.4
-145.8,-352.3
-138.9,-363.2
-133.1,-374.5
-128.7,-386.3
-124.3,-400.3
-121.0,-413.5
-117.8,-425.4
-114.7,-438.7
-112.3,-449.7
-109.7,-460.7
-106.8,-471.6
-104.8,-479.2
-102.9,-485.7
-101.8,-490.0
-100.9,-493.2
-100.9,-493.2
-100.6,-494.3
-99.8,-496.4
-98.8,-499.7
-97.7,-504.0
-97.6,-509.8
-101.2,-515.4
-106.5,-520.4
-113.5,-526.8
-121.5,-533.7
-129.7,-540.5
-137.8,-548.6
-147.0,-555.8
-155.8,-562.9
-164.2,-569.8
-171.9,-575.3
-178.2,-580.6
-183.3,-585.4
-187.5,-587.8
-189.9,-589.6
-190.5,-590.9
-190.8,-589.8
-190.7,-589.8
-191.6,-591.2
-194.9,-593.2
-199.2,-596.7
-203.6,-601.4
-208.5,-607.3
-212.0,-616.4
-213.4,-627.3
-215.3,-638.4
-215.5,-650.1
-214.5,-662.7
-213.2,-675.2
-211.5,-688.8
-209.4,-703.5
-206.7,-718.1
-204.1,-735.0
-202.5,-749.7
-201.7,-764.7
-199.9,-780.7
-198.2,-796.7
-196.8,-812.7
-195.8,-827.7
-194.8,-842.6
-193.9,-857.7
-192.9,-872.7
-192.4,-886.6
-191.4,-901.6
-190.6,-916.5
-189.6,-931.6
-188.7,-946.6
-187.8,-961.5
-186.9,-975.4
-185.8,-989.1
-184.1,-1002.7
-181.7,-1014.9
-178.6,-1025.8
-174.2,-1036.3
-168.8,-1045.3
-163.9,-1052.1
-159.0,-1057.9
-155.2,-1062.6
-153.5,-1064.4
-152.8,-1065.4
-152.8,-1065.4
-152.8,-1065.4
-152.9,-1065.4
-153.0,-1065.5
-153.3,-1064.4
-153.4,-1064.4
-153.4,-1064.4
-153.4,-1064.4
-152.8,-1065.4
-151.1,-1069.6
-149.7,-1073.9
-149.4,-1080.8
-152.5,-1087.4
-157.6,-1095.9
-164.8,-1102.4
-172.7,-1110.5
-181.1,-1117.3
-189.9,-1124.3
-198.4,-1130.2
-208.2,-1136.4
-216.9,-1142.2
-221.3,-1148.1
-223.2,-1153.2
-225.3,-1156.1
-226.2,-1157.5
-225.3,-1158.4
-224.6,-1158.2
-223.8,-1159.2
-223.6,-1160.2
-223.9,-1163.9
-223.5,-1168.4
-221.9,-1173.8
-217.1,-1183.0
-210.5,-1190.5
-202.8,-1199.0
-195.3,-1206.3
-187.5,-1213.5
-178.8,-1222.8
-169.6,-1230.9
-160.6,-1239.0
-151.1,-1249.4
-141.2,-1259.5
-131.1,-1269.7
-121.3,-1279.9
-111.5,-1290.2
-101.8,-1300.4
-92.0,-1310.7
-82.2,-1321.0
-72.1,-1331.2
-62.3,-1341.3
-52.5,-1351.6
-43.3,-1360.8
-34.7,-1370.2
-26.8,-1378.6
-20.0,-1386.1
-14.8,-1391.6
-10.5,-1396.3
-7.9,-1399.0
-6.4,-1401.0
-6.2,-1401.0
-6.2,-1401.0
-6.2,-1401.0
-6.3,-1401.0
-6.6,-1399.8
-6.8,-1399.9
-6.8,-1399.9
-6.8,-1399.9
-6.8,-1399.9
-6.8,-1399.9
-6.8,-1399.9
-6.8,-1399.9
-7.2,-1398.8
-7.2,-1398.8
-7.2,-1398.8
-7.2,-1398.8
-7.2,-1398.8
-7.2,-1398.8
-7.2,-1398.8
-6.1,-1399.7
-3.4,-1402.5
0.0,-1406.2
3.7,-1411.0
7.4,-1419.3
9.7,-1428.0
10.4,-1438.4
10.4,-1448.9
10.8,-1460.5
11.0,-1472.1
11.6,-1484.9
11.9,-1496.4
12.6,-1509.1
12.8,-1520.7
13.0,-1533.6
13.0,-1546.4
12.6,-1559.4
12.1,-1573.7
11.5,-1589.0
10.5,-1604.5
8.9,-1620.2
7.0,-1636.0
4.5,-1652.0
1.4,-1669.2
-3.0,-1685.7
-8.4,-1703.6
-15.1,-1721.9
-23.4,-1739.4
-32.8,-1757.3
-43.7,-1775.5
-56.0,-1793.0
-69.9,-1809.7
-84.8,-1826.7
-100.4,-1844.0
-117.0,-1860.3
-136.2,-1879.7
-154.2,-1897.6
-171.7,-1915.3
-188.6,-1932.9
-205.4,-1949.2
-221.4,-1965.3
-237.1,-1981.3
-252.4,-1996.1
-267.6,-2010.8
-283.1,-2023.2
-298.9,-2034.5
-314.6,-2044.6
-330.2,-2054.8
-346.4,-2062.6
-362.5,-2070.6
-379.1,-2077.3
-395.9,-2083.0
-412.4,-2088.6
-428.2,-2095.3
-442.8,-2102.8
-456.5,-2111.2
-469.0,-2121.6
-479.9,-2132.8
-489.0,-2145.7
-497.8,-2156.3
-501.9,-2170.3
-504.8,-2184.0
-506.7,-2197.4
-509.6,-2209.9
-514.3,-2221.7
-521.5,-2230.6
-531.0,-2236.7
-542.6,-2240.9
-554.9,-2245.5
-569.2,-2248.2
-583.7,-2249.7
-598.3,-2251.3
-612.8,-2251.7
-627.0,-2252.0
-641.4,-2251.2
-655.7,-2250.4
-669.4,-2250.6
-682.9,-2249.6
-694.7,-2250.4
-705.6,-2252.1
-714.8,-2257.0
-722.7,-2262.7
-728.6,-2270.1
-733.7,-2279.6
-736.0,-2290.7
-737.0,-2303.9
-738.5,-2315.9
-740.2,-2328.1
-743.3,-2339.5
-747.0,-2351.1
-757.2,-2357.3
-768.6,-2363.9
-780.9,-2369.6
-793.8,-2376.5
-807.4,-2383.7
-821.7,-2391.1
-836.4,-2399.8
-851.3,-2407.3
-865.9,-2414.7
-879.9,-2422.0
-893.7,-2429.3
-906.7,-2436.3
-919.7,-2442.2
-931.7,-2448.9
-943.8,-2454.5
-955.2,-2461.1
-966.9,-2466.6
-978.0,-2473.1
-989.2,-2478.5
-1000.5,-2483.9
-1011.3,-2490.3
-1022.3,-2495.5
-1032.7,-2501.9
-1043.6,-2507.2
-1054.3,-2512.4
-1065.0,-2517.7
-1075.7,-2522.9
-1085.3,-2528.9
-1094.7,-2533.8
-1103.4,-2538.6
-1111.6,-2541.9
-1118.6,-2546.2
-1124.3,-2548.8
-1128.3,-2551.1
-1131.1,-2551.8
-1132.4,-2553.3
-1132.9,-2553.4
-1132.8,-2553.4
-1133.1,-2553.5
-1134.6,-2553.9
-1137.1,-2555.7
-1139.8,-2556.4
-1142.2,-2558.2
-1145.3,-2559.1
-1148.2,-2562.3
-1150.4,-2566.3
-1149.8,-2574.3
-1148.8,-2582.2
-1147.0,-2592.2
-1145.5,-2601.1
-1143.9,-2611.2
-1141.4,-2623.3
-1139.1,-2634.4
-1136.7,-2647.8
-1135.5,-2659.2
-1133.4,-2672.7
-1131.8,-2686.3
-1129.8,-2701.0
-1128.2,-2714.6
-1126.2,-2730.5
-1124.6,-2745.4
-1123.2,-2760.1
-1121.3,-2776.1
-1119.5,-2793.3
-1118.9,-2808.3
-1116.9,-2823.0
-1114.8,-2838.9
-1113.0,-2854.8
-1111.7,-2870.9
-1110.7,-2884.7
-1109.3,-2898.3
-1107.4,-2910.7
-1106.0,-2923.2
-1105.1,-2934.7
-1104.3,-2944.9
-1103.7,-2955.3
-1103.3,-2964.5
-1102.8,-2974.9
-1101.9,-2982.8
-1100.8,-2989.5
-1100.6,-2991.7
-1100.6,-2991.7
-1099.2,-2992.5
-1098.4,-2992.3
-1097.4,-2993.2
-1096.9,-2993.1
-1096.1,-2994.0
-1095.5,-2993.8
-1094.9,-2994.8
-1094.5,-2994.7
-1094.1,-2995.8
-1093.7,-2995.6
-1093.5,-2995.6
-1093.2,-2995.5
-1092.7,-2996.5
-1092.5,-2996.5
-1092.2,-2996.4
-1091.9,-2996.3
-1091.5,-2996.2
-1091.3,-2996.1
-1091.0,-2996.1
-1090.9,-2996.0
-1090.3,-2997.0
-1090.0,-2997.0
-1089.8,-2996.9
-1090.0,-2998.1
-1090.3,-3000.5
-1090.2,-3005.2
-1090.0,-3010.9
-1089.7,-3017.8
-1092.6,-3024.4
-1091.2,-3033.4
-1087.9,-3042.9
-1087.2,-3053.2
-1086.5,-3064.8
-1085.3,-3077.3
-1082.8,-3089.5
-1082.2,-3101.1
-1081.4,-3112.5
-1080.0,-3123.8
-1077.8,-3135.0
-1076.8,-3145.1
-1075.7,-3154.2
-1074.6,-3163.2
-1073.8,-3171.2
-1074.5,-3178.3
-1075.7,-3183.3
-1078.1,-3186.2
-1081.8,-3187.2
-1085.7,-3187.1
-1090.0,-3186.0
-1094.4,-3186.0
-1098.4,-3185.9
-1101.1,-3184.3
-1102.3,-3183.5
-1102.7,-3183.6
-1102.7,-3183.6
-1102.8,-3183.6
-1103.0,-3183.7
-1103.0,-3183.7
-1103.0,-3183.7
-1103.0,-3183.7
-1103.0,-3183.7
-1103.0,-3183.7
-1103.2,-3183.7
-1103.2,-3183.7
-1103.3,-3183.8
-1103.3,-3183.8
-1103.7,-3183.8
-1104.0,-3183.9
-1104.5,-3184.1
-1104.6,-3185.3
-1104.9,-3185.3
-1105.2,-3184.3
-1105.3,-3184.3
-1105.4,-3184.3
-1105.6,-3184.4
-1105.9,-3183.3
-1106.1,-3182.2
-1106.9,-3179.0
-1107.2,-3176.8
-1107.5,-3175.7
-1107.6,-3173.4
-1107.9,-3169.9
-1108.4,-3167.8
-1109.3,-3166.9
-1109.9,-3164.7
-1109.7,-3163.5
-1109.5,-3163.4
-1109.4,-3162.3
-1110.2,-3161.3
-1111.1,-3161.6
-1112.1,-3160.7
-1113.0,-3159.8
-1114.0,-3158.9
-1114.3,-3159.0
-1115.2,-3158.1
-1115.9,-3157.1
-1116.1,-3157.2
-1116.4,-3156.1
-1116.7,-3156.2
-1116.8,-3156.2
-1116.4,-3156.1
-1116.3,-3156.1
-1116.7,-3156.2
-1116.8,-3156.2
-1117.1,-3156.3
-1116.6,-3157.3
-1116.7,-3157.3
-1116.6,-3157.3
-1117.9,-3156.5
-1118.8,-3156.7
-1120.1,-3155.9
-1119.9,-3157.0
-1120.7,-3156.1
-1120.4,-3157.1
-1120.0,-3157.0
-1119.6,-3156.9
-1119.2,-3156.8
-1118.9,-3156.7
-1118.1,-3156.6
-1117.7,-3156.4
-1117.3,-3156.3
-1117.0,-3156.2
-1116.7,-3156.2
-1116.3,-3156.1
-1115.8,-3155.9
-1116.3,-3156.1
-1116.1,-3156.0
-1115.8,-3155.9
-1115.4,-3155.8
-1115.2,-3155.8
-1114.9,-3155.7
-1115.7,-3154.8
-1116.3,-3153.8
-1116.8,-3153.9
-1117.0,-3154.0
-1117.3,-3154.0
-1117.5,-3154.1
-1117.7,-3154.1
-1117.9,-3154.2
-1118.0,-3154.2
-1118.1,-3154.2
-1118.1,-3154.3
-1118.3,-3154.3
