x,y
0.0,0.0
8.7,-12.0
17.5,-23.9
27.1,-36.5
36.0,-48.3
44.0,-59.4
52.9,-71.3
61.5,-83.2
69.5,-94.3
78.4,-106.1
86.3,-117.2
94.4,-128.3
103.1,-140.2
112.0,-152.1
119.9,-163.2
128.8,-175.0
136.8,-186.1
145.5,-198.0
154.4,-209.8
162.4,-220.8
170.7,-231.8
179.4,-243.7
187.4,-254.6
195.7,-265.5
203.7,-276.5
211.9,-287.5
219.9,-298.6
228.0,-309.4
236.2,-320.4
244.5,-331.1
252.4,-340.8
261.7,-350.7
270.6,-359.3
280.4,-367.2
290.8,-374.5
302.1,-381.1
313.6,-385.9
325.8,-390.1
337.9,-392.9
349.6,-394.4
361.1,-396.1
370.2,-396.9
375.8,-396.4
380.1,-397.0
381.7,-397.1
381.9,-396.9
381.9,-396.9
381.9,-396.9
381.2,-396.0
381.2,-396.0
381.2,-396.0
381.2,-396.0
381.2,-396.0
381.2,-396.0
381.2,-396.0
381.2,-396.0
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.2
380.4,-395.3
380.4,-395.3
379.7,-394.4
380.7,-395.0
382.4,-395.0
386.1,-396.1
391.1,-399.3
395.1,-403.1
399.2,-410.1
400.8,-417.8
400.6,-425.5
400.2,-433.5
400.0,-441.2
400.2,-448.7
400.0,-455.0
400.4,-460.6
400.0,-465.5
400.5,-472.7
400.1,-480.6
400.1,-489.8
400.2,-500.3
399.9,-511.3
400.0,-523.4
400.1,-535.5
400.7,-548.6
401.4,-561.8
401.3,-574.1
401.9,-587.3
402.6,-600.4
402.4,-612.8
403.0,-626.0
402.8,-638.4
403.3,-651.6
403.7,-665.0
404.1,-678.5
404.4,-691.9
404.7,-705.3
405.0,-718.8
405.5,-732.1
406.7,-746.4
407.0,-759.8
407.4,-773.2
407.8,-786.5
408.3,-799.9
409.0,-813.1
408.8,-825.4
409.5,-838.5
410.0,-851.7
410.7,-864.9
411.3,-878.1
411.1,-890.4
411.9,-903.5
413.5,-917.3
415.3,-930.9
417.2,-944.5
419.9,-958.9
422.5,-973.3
424.4,-986.9
426.8,-1001.6
428.4,-1015.3
430.6,-1030.2
431.1,-1043.5
432.3,-1057.7
433.4,-1072.0
434.4,-1086.3
434.6,-1099.8
436.3,-1115.2
436.3,-1128.9
437.1,-1143.5
438.7,-1158.9
439.8,-1173.2
441.8,-1188.3
443.9,-1203.1
446.3,-1217.8
448.8,-1232.3
451.5,-1246.7
454.4,-1260.9
457.2,-1275.1
460.1,-1289.3
462.9,-1303.6
466.0,-1317.6
468.8,-1331.9
471.7,-1346.0
475.5,-1361.0
478.6,-1374.9
481.2,-1387.9
484.6,-1401.6
488.5,-1414.9
491.5,-1427.5
495.5,-1440.6
498.6,-1453.0
501.4,-1464.3
504.1,-1475.5
507.8,-1487.4
511.4,-1499.4
516.2,-1511.8
