x,y
0.0,0.0
-5.6,10.9
-12.1,22.7
-18.5,34.6
-24.7,47.0
-30.7,59.6
-36.0,71.3
-42.5,83.1
-48.4,93.5
-54.5,103.6
-59.4,113.6
-64.3,123.6
-70.1,134.3
-74.8,144.4
-81.4,155.9
-88.0,167.5
-94.5,179.5
-101.7,192.4
-108.6,205.7
-116.4,219.9
-124.2,234.2
-133.0,249.0
-140.7,263.3
-148.6,277.5
-155.4,290.8
-162.6,303.8
-170.1,316.1
-177.1,326.9
-182.2,336.5
-188.5,346.3
-194.7,356.1
-200.7,366.5
-206.4,377.3
-211.8,388.8
-216.7,400.9
-221.4,413.8
-224.0,425.8
-225.5,437.1
-229.0,449.5
-230.9,460.6
-232.9,470.9
-234.5,479.9
-231.1,486.3
-227.3,493.3
-222.2,500.5
-214.7,507.1
-207.6,515.6
-200.2,524.7
-192.1,534.9
-184.6,546.3
-176.8,558.5
-168.1,569.9
-160.0,580.2
-153.5,589.9
-148.0,597.7
-142.2,603.8
-140.8,610.9
-142.6,617.3
-145.8,623.1
-149.8,629.9
-151.9,637.9
-150.0,646.0
-147.7,655.1
-144.1,664.3
-140.9,674.8
-137.6,685.9
-134.7,698.3
-132.7,711.5
-130.5,725.2
-130.3,740.0
-129.8,755.0
-129.5,770.0
-130.4,785.2
-130.4,799.4
-130.8,813.1
-131.6,825.8
-132.2,836.5
-132.9,844.7
-132.9,849.6
-133.0,851.6
-132.7,852.2
-132.1,853.4
-129.8,855.2
-125.0,856.9
-120.2,858.7
-113.3,859.8
-105.8,861.8
-95.7,864.0
-85.2,866.9
-74.5,870.1
-62.5,873.3
-51.1,877.8
-38.4,882.2
-25.4,887.4
-10.9,892.8
4.1,899.1
19.2,905.7
35.0,911.1
52.0,914.1
69.5,915.4
86.9,916.6
105.8,918.3
124.2,921.1
142.6,924.2
162.7,925.5
181.3,926.4
199.9,927.4
218.9,929.4
235.5,933.7
252.0,938.1
268.1,941.6
282.4,944.5
298.5,945.6
314.4,946.4
331.3,946.6
346.3,948.4
361.0,951.6
376.4,956.3
392.4,962.1
406.8,969.9
421.6,978.3
435.8,987.9
448.5,999.3
462.4,1010.7
475.1,1022.5
487.8,1033.9
500.1,1044.9
511.9,1055.0
524.4,1063.9
538.3,1070.4
553.6,1074.9
569.4,1077.9
585.3,1081.2
602.2,1083.9
619.1,1086.7
636.3,1089.9
654.6,1092.7
671.9,1096.2
690.4,1099.4
709.0,1102.6
726.6,1106.8
745.4,1110.5
764.3,1114.4
783.1,1118.3
803.1,1121.5
821.9,1125.3
840.5,1128.9
859.1,1132.1
875.8,1136.7
892.9,1142.5
909.8,1149.6
924.7,1158.3
939.6,1166.7
953.9,1174.3
967.5,1180.4
983.0,1182.7
997.5,1183.5
1013.3,1181.9
1029.8,1179.1
1046.3,1176.3
1064.0,1173.0
1082.6,1169.4
1100.2,1166.1
1118.9,1162.4
1137.8,1159.2
1156.0,1157.1
1172.9,1157.3
1191.4,1158.2
1209.4,1160.5
1227.6,1163.2
1246.2,1166.5
1264.8,1170.0
1283.2,1172.7
1301.9,1174.3
1321.6,1174.8
1340.2,1175.7
1359.8,1176.1
1378.2,1176.8
1395.5,1177.8
1411.6,1179.2
1426.6,1180.7
1439.4,1183.0
1451.1,1185.5
1459.9,1190.0
1466.9,1196.0
1473.0,1202.7
1475.3,1211.6
1475.3,1220.9
1473.5,1229.6
1469.2,1238.3
1463.6,1246.9
1459.3,1253.0
1454.0,1257.3
1448.0,1260.4
1442.6,1262.2
1437.6,1264.7
1433.0,1268.1
1430.1,1272.2
1428.2,1275.8
1426.7,1277.7
1426.7,1277.7
1425.7,1278.1
1425.8,1278.3
1424.9,1279.1
1425.1,1279.3
1424.1,1279.9
1424.3,1280.1
1423.3,1280.7
1423.4,1281.0
1422.5,1281.5
1422.5,1281.7
1422.6,1281.8
1421.6,1282.3
1421.6,1282.5
1421.7,1282.6
1420.7,1283.2
1420.8,1283.3
1420.9,1283.4
1419.9,1284.0
1419.9,1283.9
1419.7,1283.7
1419.7,1283.6
1420.6,1283.0
1420.6,1282.8
1420.5,1282.7
1420.4,1282.6
1420.3,1282.4
1420.3,1282.3
1420.2,1282.2
1420.2,1282.1
1420.1,1282.0
1420.0,1281.8
1420.0,1281.7
1419.9,1281.7
1420.8,1281.0
1420.8,1280.9
1420.7,1280.8
1420.7,1280.7
1420.6,1280.6
