x,y
0.0,0.0
-1.1,-2.3
-1.1,-4.7
-1.0,-7.0
0.0,-9.9
0.0,-12.5
0.0,-14.9
1.1,-17.5
2.1,-20.7
3.0,-23.8
3.9,-27.0
4.6,-30.5
4.3,-33.7
3.9,-36.8
3.7,-39.6
2.6,-42.0
2.3,-44.9
1.1,-47.3
-0.1,-49.7
-1.9,-51.0
-3.4,-51.4
-5.4,-50.4
-7.9,-47.9
-9.3,-45.6
-11.7,-42.9
-15.1,-39.8
-17.7,-37.5
-21.4,-34.9
-24.2,-32.9
-28.0,-30.4
-30.7,-28.4
-34.4,-25.8
-38.1,-23.1
-41.7,-20.3
-45.3,-17.5
-48.9,-14.7
-52.6,-12.1
-57.2,-8.8
-60.8,-6.1
-65.4,-2.5
-69.8,0.9
-75.4,5.0
-80.7,9.2
-86.1,13.7
-91.4,18.1
-95.8,22.0
-100.9,26.6
-105.2,30.7
-109.3,34.9
-113.4,39.2
-116.5,43.1
-120.3,48.0
-124.1,52.8
-128.1,57.4
-131.3,61.0
-135.6,64.9
-141.1,69.0
-145.6,72.5
-152.2,77.0
-157.7,81.1
-165.1,86.5
-171.2,91.7
-178.3,97.7
-184.2,103.5
-191.1,109.9
-198.0,116.1
-203.9,121.7
-211.1,127.6
-217.3,132.7
-222.5,137.2
-227.0,141.0
-232.3,145.4
-236.7,149.1
-241.1,152.8
-245.4,156.7
-249.9,160.3
-255.4,164.3
-260.2,167.3
-266.0,170.6
-271.0,173.3
-276.9,176.4
-283.1,179.2
-289.5,181.6
-294.8,183.4
-301.1,185.9
-307.5,188.2
-314.0,190.3
-320.5,192.5
-326.6,195.1
-333.6,198.9
-339.2,202.8
-344.2,207.6
-349.0,213.2
-353.5,219.2
-358.0,225.2
-361.5,230.7
-364.2,235.3
-368.1,240.2
-371.1,244.2
-374.3,247.7
-377.6,251.0
-382.0,254.8
-386.2,258.9
-390.2,263.6
-393.8,268.9
-396.2,273.9
-399.6,279.7
-403.0,285.5
-407.3,291.8
-411.8,298.0
-417.2,304.7
-421.7,310.9
-427.3,317.3
-431.9,323.0
-437.6,329.1
-443.3,335.3
-448.2,340.5
-453.1,345.7
-458.1,350.8
-463.2,355.7
-467.3,360.0
-471.4,364.2
-475.7,368.3
-478.8,372.0
-481.0,375.2
-482.9,378.9
-483.7,382.3
-484.1,386.3
-484.2,391.1
-484.1,396.2
-484.0,401.4
-484.1,406.3
-483.3,410.3
-482.8,413.8
-482.1,417.6
-480.3,421.3
-478.2,425.4
-475.9,430.1
-472.3,434.5
-468.8,438.9
-465.3,443.4
-461.9,447.6
-458.6,451.6
-457.5,456.4
-456.6,460.5
-456.8,465.2
-456.0,469.2
-456.0,474.1
-455.7,479.7
-454.2,485.2
-451.5,490.4
-448.0,494.9
-443.4,499.0
-438.8,503.1
-434.2,507.3
-430.5,512.1
-427.7,517.5
-425.2,522.6
-423.7,528.0
-424.4,534.1
-424.1,539.7
-424.7,545.9
-425.2,552.2
-425.6,559.0
-425.7,566.2
-426.8,574.2
-427.7,582.2
-428.7,590.2
-429.9,597.7
-431.6,604.4
-432.7,609.6
-433.3,613.6
-435.2,617.1
-436.5,619.6
-438.0,621.5
-440.9,623.2
-443.2,623.6
-445.9,623.4
-450.0,622.6
-453.5,620.6
-457.3,618.0
-461.4,615.1
-466.4,612.6
-471.6,609.8
-476.7,607.1
-482.8,605.1
-487.8,602.7
-492.7,600.4
-497.5,598.3
-502.3,596.2
-507.2,594.2
-511.8,592.4
-516.5,590.8
-521.8,590.1
-526.1,588.9
-531.5,588.3
-535.8,587.1
-540.2,586.0
-545.7,585.1
-551.1,584.2
-556.6,583.4
-562.1,582.4
-567.5,581.7
-572.7,581.3
