x,y
0.0,0.0
-0.2,-0.6
-1.3,-0.6
-1.5,-1.0
-1.6,-1.3
-1.7,-1.6
-2.9,-1.7
-3.0,-2.0
-3.0,-2.2
-3.1,-2.3
-3.2,-2.5
-4.2,-2.0
-4.0,-1.4
-4.0,-1.5
-4.2,-2.0
-6.6,-2.1
-7.0,-3.6
-8.7,-4.9
-9.0,-5.7
-9.1,-6.1
-9.3,-6.7
-8.4,-7.5
-6.4,-8.6
-4.2,-8.8
2.0,-7.9
8.9,-5.4
17.0,-2.7
27.5,0.2
38.1,3.5
51.0,6.4
63.0,10.0
76.0,13.2
89.2,16.7
102.1,19.6
115.7,20.7
130.3,21.6
145.0,22.5
161.8,22.6
177.6,23.3
194.5,23.9
213.0,25.4
231.1,29.0
250.6,33.6
269.4,39.2
289.4,45.1
310.7,51.1
331.0,57.9
351.3,64.3
371.2,69.9
389.9,75.3
407.3,80.6
425.6,85.1
441.5,89.6
457.3,93.7
471.7,97.3
481.4,101.4
488.9,102.5
495.5,101.1
497.2,99.2
496.8,97.9
496.0,95.8
495.9,91.9
494.0,86.2
488.6,80.8
480.6,74.6
472.8,65.9
463.8,57.1
454.6,47.4
442.8,37.5
430.5,25.9
418.8,12.7
408.5,-3.1
397.9,-20.2
386.0,-37.5
376.0,-56.2
363.7,-74.8
352.5,-93.7
341.4,-112.0
330.6,-129.8
320.0,-146.5
311.1,-162.0
303.7,-176.9
297.3,-192.2
297.6,-208.7
296.5,-226.0
294.9,-244.6
297.0,-263.3
301.2,-282.5
305.4,-302.2
309.2,-322.4
311.7,-343.4
309.9,-362.9
311.0,-380.9
311.6,-396.6
316.3,-410.9
318.7,-424.5
319.1,-437.6
317.1,-450.5
316.2,-463.7
316.2,-477.6
316.1,-492.0
319.6,-506.2
326.6,-520.9
335.7,-536.3
346.1,-551.6
354.6,-569.0
365.0,-587.6
375.5,-606.1
386.1,-624.7
395.6,-642.5
403.0,-659.4
413.0,-676.1
421.9,-691.9
425.3,-706.6
427.3,-718.1
429.8,-732.1
433.3,-746.1
431.5,-762.2
427.1,-778.3
423.6,-795.6
422.3,-813.7
421.0,-831.5
419.2,-847.5
416.8,-861.2
413.9,-873.4
408.0,-883.6
400.3,-892.4
386.3,-898.0
372.0,-901.7
357.0,-903.3
343.4,-904.7
331.8,-907.2
321.0,-911.0
309.2,-914.1
300.4,-922.3
300.7,-935.3
305.0,-950.9
308.9,-967.8
315.1,-984.7
319.1,-1001.0
322.1,-1017.1
325.0,-1032.9
327.1,-1048.0
329.2,-1062.6
331.5,-1076.7
330.5,-1090.4
329.4,-1104.1
327.3,-1117.3
323.3,-1129.1
319.8,-1139.5
316.4,-1149.0
315.6,-1158.7
313.9,-1167.2
312.6,-1174.6
312.6,-1181.4
311.3,-1185.2
311.4,-1188.4
310.2,-1191.7
308.6,-1196.4
305.4,-1202.5
299.6,-1208.9
293.7,-1215.8
289.0,-1222.6
283.5,-1228.0
278.7,-1231.9
275.0,-1235.9
270.1,-1239.7
267.2,-1244.5
266.4,-1250.7
267.8,-1257.0
270.5,-1262.7
275.9,-1268.0
282.1,-1274.2
287.6,-1282.1
293.8,-1292.1
299.7,-1302.8
304.5,-1313.4
310.4,-1324.2
316.3,-1334.6
322.2,-1345.0
328.3,-1355.2
335.6,-1365.7
342.6,-1376.4
349.7,-1387.3
356.5,-1398.6
363.3,-1410.2
371.0,-1422.5
377.9,-1434.0
383.7,-1445.0
389.7,-1455.3
394.8,-1464.9
400.2,-1473.7
406.4,-1483.3
412.3,-1493.7
419.3,-1505.2
426.0,-1516.9
432.6,-1529.1
440.1,-1542.1
447.5,-1555.3
454.8,-1569.0
462.1,-1582.7
469.5,-1596.1
476.2,-1608.1
481.9,-1619.0
488.0,-1629.2
493.4,-1637.9
498.1,-1645.1
500.8,-1651.2
502.3,-1657.1
501.3,-1663.6
498.6,-1671.5
497.8,-1680.5
497.3,-1689.1
498.3,-1696.7
499.6,-1703.4
501.2,-1709.2
501.0,-1713.2
502.1,-1716.9
502.2,-1720.0
503.4,-1723.3
504.4,-1727.4
507.1,-1733.4
510.4,-1741.3
513.0,-1750.8
516.6,-1761.4
522.0,-1773.5
527.3,-1785.8
532.6,-1798.4
538.7,-1812.2
544.6,-1826.3
550.4,-1840.9
556.3,-1855.1
560.4,-1867.7
565.7,-1880.1
571.9,-1893.5
577.9,-1907.6
582.5,-1922.0
587.2,-1936.5
590.7,-1950.5
593.9,-1965.8
596.9,-1981.8
598.5,-1997.9
601.1,-2014.7
602.9,-2030.8
604.5,-2046.9
605.4,-2061.9
606.6,-2075.7
608.0,-2089.2
611.5,-2103.6
614.9,-2118.1
620.7,-2132.6
626.7,-2146.6
631.0,-2158.7
