x,y
0.0,0.0
-3.0,-0.5
-4.7,-1.3
-5.9,-1.1
-5.9,-1.1
-7.2,-0.7
-8.2,-0.3
-8.2,-0.3
-9.0,0.5
-7.9,0.2
-7.7,0.5
-7.6,0.7
-7.4,1.0
-7.2,1.3
-7.1,1.4
-6.8,1.8
-6.7,2.0
-6.6,2.1
-6.5,2.3
-6.4,2.4
-6.3,2.6
-6.2,2.7
-5.5,1.7
-5.2,2.3
-4.6,3.1
-4.4,3.4
-4.2,3.8
-3.9,4.3
-3.6,4.7
-3.2,5.4
-3.6,6.7
-3.4,7.1
-3.0,7.7
-1.9,7.3
-1.5,8.0
-0.2,7.9
1.0,7.9
1.0,7.9
2.0,7.3
2.3,7.7
3.4,7.4
3.0,6.8
1.3,6.2
0.3,4.6
-2.7,4.0
-6.2,2.9
-15.3,3.3
-20.8,2.8
-25.2,2.3
-30.4,2.5
-35.5,2.8
-41.7,3.5
-47.5,4.9
-53.4,6.0
-59.2,7.4
-66.4,8.5
-73.8,9.5
-80.0,10.1
-86.9,12.0
-97.3,14.6
-104.0,14.6
-107.5,13.2
-111.0,13.8
-112.7,13.2
-112.8,13.0
-113.1,10.5
-112.5,9.5
-111.9,8.1
-111.2,7.3
-111.3,7.1
-111.2,7.2
-111.1,7.4
-110.3,6.6
-110.5,6.3
-110.6,6.1
-109.5,5.8
-110.3,4.5
-110.7,6.0
-110.0,7.1
-110.9,7.7
-114.5,10.4
-117.0,10.8
-117.3,10.4
-117.1,10.7
-116.6,9.3
-118.8,10.1
-122.9,9.8
-127.9,10.2
-134.4,12.5
-140.5,13.6
-147.2,15.5
-153.4,16.3
-156.7,17.2
-160.9,18.9
-163.7,18.9
-166.7,20.3
-170.2,21.1
-171.7,20.9
-175.9,20.5
-181.4,20.3
-189.0,21.0
-197.7,21.9
-206.1,23.4
-215.1,26.0
-224.3,28.3
-231.7,29.3
-240.4,30.3
-248.8,31.6
-258.9,34.6
-268.4,36.5
-277.6,36.9
-289.8,36.5
-299.5,36.1
-309.4,39.3
-317.6,41.1
-326.5,44.0
-336.8,46.5
-347.2,49.2
-357.2,52.4
-370.3,52.7
-378.1,53.0
-387.8,56.8
-397.8,62.1
-405.5,62.6
-415.4,63.7
-425.1,65.2
-434.9,66.8
-444.8,68.0
-454.6,69.3
-464.2,71.0
-473.9,72.6
-484.0,75.6
-491.7,74.0
-500.8,78.5
-506.7,77.7
-513.9,78.8
-519.2,78.9
-522.5,77.9
-526.8,79.4
-529.1,80.0
-530.3,80.2
-531.4,80.6
-532.3,81.2
-533.5,81.4
-533.6,81.3
-533.7,81.1
-533.8,80.9
-533.7,81.1
-533.8,80.9
-534.1,80.5
-533.9,80.8
-533.6,81.2
-534.4,82.2
-533.7,81.1
-533.0,80.2
-532.2,79.3
-532.6,78.7
-531.8,77.9
-532.0,77.6
-532.9,78.2
-536.0,79.5
-540.3,79.1
-544.4,76.8
-550.4,75.8
-556.1,73.1
-562.3,69.6
-569.9,66.0
-576.8,61.5
-584.7,57.6
-592.7,53.4
-600.0,48.2
-608.5,43.2
-617.0,38.2
-624.5,32.7
-634.0,28.2
-643.6,27.7
-653.6,20.6
-663.2,13.9
-673.5,8.2
-684.7,3.4
-694.8,-2.1
-705.1,-9.9
-715.9,-14.3
-727.6,-18.0
-739.3,-21.5
-749.9,-25.7
-760.5,-29.6
-772.2,-33.2
-783.4,-36.3
-794.6,-39.1
-805.1,-41.0
-815.5,-42.5
-825.9,-44.1
-836.4,-46.0
-846.3,-48.9
-857.1,-51.2
-867.7,-53.2
-878.4,-55.2
-889.2,-57.6
-900.6,-58.6
-911.8,-59.4
-922.7,-59.8
-931.5,-61.0
-939.4,-60.9
-945.1,-61.6
-949.4,-62.0
-952.0,-61.9
-953.4,-62.0
-953.6,-62.2
-952.2,-62.2
-952.1,-62.0
-951.0,-62.3
-951.0,-62.3
-950.1,-62.9
-950.1,-63.0
-950.0,-62.9
-950.0,-62.9
-949.1,-63.5
-949.1,-63.5
-949.3,-63.8
-949.4,-63.9
-949.5,-64.1
-949.6,-64.3
-949.7,-64.4
-949.8,-64.6
-949.8,-64.6
-949.9,-64.7
-950.0,-64.8
-950.0,-64.8
-950.1,-65.0
-950.1,-65.0
-950.1,-65.1
-950.1,-65.1
-950.2,-65.2
-950.3,-65.4
-951.3,-65.0
-951.5,-65.2
-951.6,-65.3
-951.7,-65.4
-951.7,-65.5
-951.8,-65.7
-953.2,-65.7
-956.2,-66.4
-961.5,-66.4
-968.1,-66.3
-976.1,-66.3
-984.4,-66.8
-995.5,-67.3
-1007.0,-68.7
-1018.5,-69.9
-1028.5,-71.0
-1039.8,-71.9
-1051.2,-72.9
-1061.9,-75.0
-1072.6,-77.3
